Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TAL PE RFU,TDS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:43,0,hurricane island,0.76,0.89,39703.2,5.939,51315.3,109.8,113,9.26,8.656,33.09,50498,-0.46,2.92,32824,1.206,NA,NA,13.808,6.036,44.04053,-68.89124,-0.2,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:44,0,hurricane island,0.77,0.87,39701,5.967,51315.2,109.8,113,9.26,8.696,33.09,50497.8,-0.45,2.95,32824,1.206,NA,NA,13.806,6.144,44.04053,-68.89124,-0.2,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:45,0,hurricane island,0.75,0.84,39699.2,5.996,51315.4,109.8,113,9.26,8.739,33.09,50497.8,-0.45,2.9,32824,1.206,NA,NA,13.804,6.208,44.04052,-68.89124,0.1,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:46,0,hurricane island,0.75,0.85,39696.6,6.025,51314.7,109.8,113,9.26,8.781,33.09,50497.1,-0.44,2.88,32823,1.206,NA,NA,13.802,6.281,44.04052,-68.89124,0,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:47,0,hurricane island,0.74,0.84,39694.3,6.054,51313.9,109.8,113,9.26,8.824,33.09,50496.2,-0.45,2.88,32823,1.206,NA,NA,13.8,6.328,44.04052,-68.89124,-0.5,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:48,0,hurricane island,0.74,0.8,39691.4,6.095,51312.7,109.8,113,9.26,8.883,33.09,50495,-0.46,2.86,32822,1.206,NA,NA,13.798,6.481,44.04052,-68.89124,-0.7,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:49,0,hurricane island,0.73,0.79,39688.3,6.123,51311.6,109.7,112.9,9.26,8.925,33.09,50493.8,-0.45,2.86,32821,1.206,NA,NA,13.796,6.453,44.04052,-68.89124,-0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:50,0,hurricane island,0.73,0.79,39682.6,6.157,51307.9,109.7,112.9,9.25,8.974,33.08,50490.1,-0.45,2.88,32819,1.206,NA,NA,13.793,6.601,44.04052,-68.89124,-1.2,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:51,0,hurricane island,0.74,0.81,39677.3,6.19,51305.3,109.7,112.9,9.25,9.022,33.08,50487.4,-0.45,2.93,32817,1.206,NA,NA,13.789,6.618,44.04052,-68.89124,-1.2,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:52,0,hurricane island,0.76,0.82,39671.5,6.226,51303.3,109.7,112.9,9.25,9.074,33.08,50485.3,-0.46,2.93,32815,1.206,NA,NA,13.785,6.666,44.04052,-68.89124,-0.5,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:53,0,hurricane island,0.76,0.83,39665.7,6.254,51301.2,109.7,112.9,9.25,9.116,33.08,50483.1,-0.47,2.95,32814,1.206,NA,NA,13.781,6.694,44.04052,-68.89124,-0.4,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:54,0,hurricane island,0.76,0.86,39658.9,6.28,51298.8,109.7,112.9,9.25,9.154,33.08,50480.5,-0.46,2.97,32812,1.206,NA,NA,13.776,6.703,44.04052,-68.89124,-0.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:55,0,hurricane island,0.75,0.87,39653.2,6.301,51297.8,109.6,112.8,9.25,9.184,33.08,50479.4,-0.47,2.97,32812,1.206,NA,NA,13.771,6.68,44.04052,-68.89124,-0.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:56,0,hurricane island,0.78,0.91,39642.9,6.325,51292.5,109.6,112.8,9.25,9.219,33.07,50473.9,-0.47,2.95,32808,1.206,NA,NA,13.765,6.784,44.04052,-68.89124,-0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:57,0,hurricane island,0.78,0.92,39635.9,6.35,51291.7,109.6,112.7,9.25,9.255,33.07,50472.8,-0.46,2.97,32807,1.206,NA,NA,13.758,6.747,44.04053,-68.89124,-0.9,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:58,0,hurricane island,0.8,0.95,39626.1,6.37,51289.7,109.5,112.7,9.25,9.284,33.07,50470.6,-0.45,2.97,32806,1.206,NA,NA,13.75,6.774,44.04053,-68.89124,-0.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:29:59,0,hurricane island,0.81,0.98,39616.1,6.39,51286.5,109.5,112.7,9.24,9.313,33.07,50467.2,-0.44,2.93,32804,1.206,NA,NA,13.742,6.849,44.04053,-68.89124,-0.4,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:00,0,hurricane island,0.82,0.98,39604,6.411,51283,109.4,112.6,9.24,9.343,33.06,50463.4,-0.45,2.96,32801,1.206,NA,NA,13.733,6.874,44.04053,-68.89124,-0.3,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:01,0,hurricane island,0.82,1.01,39594.4,6.428,51282.4,109.4,112.6,9.24,9.368,33.06,50462.5,-0.44,2.99,32801,1.206,NA,NA,13.723,6.847,44.04053,-68.89124,-0.2,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:02,0,hurricane island,0.82,1.01,39580.9,6.451,51278.6,109.3,112.5,9.23,9.403,33.06,50458.3,-0.44,3.01,32798,1.206,NA,NA,13.712,6.94,44.04053,-68.89124,-0.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:03,0,hurricane island,0.82,1.01,39571.8,6.467,51279.7,109.2,112.4,9.23,9.426,33.06,50459,-0.43,2.99,32798,1.206,NA,NA,13.702,6.891,44.04053,-68.89124,-0.1,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:04,0,hurricane island,0.83,1,39560.4,6.484,51280,109.2,112.3,9.23,9.45,33.06,50458.9,-0.44,3.06,32798,1.206,NA,NA,13.692,6.928,44.04053,-68.89124,-0.3,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:05,0,hurricane island,0.84,0.98,39549.1,6.501,51278.3,109.1,112.2,9.22,9.475,33.06,50456.9,-0.44,3.09,32797,1.206,NA,NA,13.68,6.971,44.04053,-68.89124,-0.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:06,0,hurricane island,0.84,0.99,39537,6.52,51278.1,109,112.2,9.22,9.502,33.05,50456.2,-0.44,3.12,32797,1.206,NA,NA,13.67,6.968,44.04053,-68.89125,-0.4,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:07,0,hurricane island,0.82,0.97,39527.4,6.536,51279.7,108.9,112.1,9.21,9.526,33.06,50457.4,-0.45,3.11,32797,1.206,NA,NA,13.657,7.056,44.04053,-68.89125,-0.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:08,0,hurricane island,0.82,0.93,39515.6,6.554,51280.9,108.8,112,9.2,9.552,33.06,50458.1,-0.46,3.14,32798,1.206,NA,NA,13.644,7.116,44.04053,-68.89125,0.5,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:09,0,hurricane island,0.81,0.92,39510.1,6.571,51288.2,108.7,111.9,9.2,9.577,33.06,50464.9,-0.46,3.13,32802,1.206,NA,NA,13.633,7.123,44.04053,-68.89125,0.1,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:10,0,hurricane island,0.82,0.92,39500.9,6.588,51291.7,108.6,111.8,9.19,9.602,33.06,50467.9,-0.47,3.11,32804,1.206,NA,NA,13.623,7.19,44.04053,-68.89124,0,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:11,0,hurricane island,0.83,0.91,39494.2,7.246,51295.7,108.5,111.7,9.19,10.562,33.06,50471.5,-0.49,3.11,32806,1.206,NA,NA,13.611,7.263,44.04053,-68.89124,-0.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:12,0,hurricane island,0.82,0.89,39488.4,7.303,51302.4,108.5,111.6,9.18,10.645,33.07,50477.7,-0.5,3.13,32811,1.206,NA,NA,13.602,7.262,44.04053,-68.89124,0.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:13,0,hurricane island,0.82,0.88,39484,7.5,51308.1,108.4,111.5,9.18,10.931,33.07,50483.1,-0.52,3.12,32814,1.206,NA,NA,13.592,7.425,44.04053,-68.89124,-1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:14,0,hurricane island,0.8,0.87,39474.9,7.468,51308.8,108.3,111.4,9.17,10.885,33.07,50483.4,-0.52,3.13,32814,1.206,NA,NA,13.583,7.454,44.04053,-68.89124,-1.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:15,0,hurricane island,0.79,0.87,39467.5,7.477,51310,108.2,111.3,9.17,10.899,33.07,50484.3,-0.52,3.14,32815,1.206,NA,NA,13.574,7.497,44.04052,-68.89124,-1.6,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:16,0,hurricane island,0.79,0.9,39454.3,7.504,51304.8,108.1,111.2,9.16,10.937,33.07,50478.8,-0.54,3.14,32811,1.206,NA,NA,13.565,7.588,44.04053,-68.89124,-1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:17,0,hurricane island,0.79,0.89,39436.8,7.547,51293.6,108,111.1,9.15,11,33.06,50467.5,-0.54,3.15,32804,1.206,NA,NA,13.555,7.655,44.04052,-68.89124,0.1,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:18,0,hurricane island,0.79,0.92,39420.3,7.576,51288.4,107.9,111,9.14,11.042,33.05,50461.9,-0.54,3.18,32800,1.206,NA,NA,13.542,7.679,44.04053,-68.89124,-0.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:19,0,hurricane island,0.78,0.91,39399.4,7.614,51280.4,107.7,110.9,9.13,11.098,33.05,50453.5,-0.54,3.16,32795,1.206,NA,NA,13.529,7.769,44.04053,-68.89124,0.2,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:20,0,hurricane island,0.77,0.92,39381.8,7.637,51276.8,107.6,110.7,9.13,11.131,33.04,50449.4,-0.53,3.13,32792,1.206,NA,NA,13.512,7.77,44.04053,-68.89124,0.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:21,0,hurricane island,0.77,0.91,39358,7.666,51269.5,107.4,110.6,9.12,11.173,33.04,50441.7,-0.52,3.14,32787,1.206,NA,NA,13.496,7.862,44.04053,-68.89124,-0.8,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:22,0,hurricane island,0.77,0.92,39337.5,7.692,51265.4,107.3,110.4,9.11,11.211,33.03,50437,-0.51,3.13,32784,1.206,NA,NA,13.476,7.89,44.04053,-68.89124,-0.4,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:23,0,hurricane island,0.77,0.93,39314.7,7.716,51263.4,107.1,110.2,9.1,11.246,33.03,50434.3,-0.48,3.09,32782,1.206,NA,NA,13.457,7.91,44.04054,-68.89124,-0.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:24,0,hurricane island,0.79,0.98,39293.1,7.738,51260.5,106.9,110,9.08,11.279,33.03,50430.7,-0.46,3.06,32780,1.206,NA,NA,13.434,7.93,44.04054,-68.89124,-0.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:25,0,hurricane island,0.8,0.97,39264.6,7.758,51253.5,106.8,109.9,9.07,11.308,33.02,50423,-0.44,3.06,32775,1.206,NA,NA,13.414,8.007,44.04054,-68.89124,0.2,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:26,0,hurricane island,0.79,0.95,39241.9,7.781,51251.9,106.6,109.7,9.06,11.341,33.02,50420.8,-0.42,3.07,32774,1.206,NA,NA,13.389,8.034,44.04053,-68.89124,0.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:27,0,hurricane island,0.8,0.94,39219.2,7.801,51256.1,106.4,109.5,9.05,11.37,33.02,50424,-0.4,3.07,32776,1.206,NA,NA,13.366,8.069,44.04054,-68.89124,0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:28,0,hurricane island,0.79,0.95,39199.4,7.827,51259.8,106.2,109.3,9.04,11.408,33.02,50427,-0.39,3.08,32778,1.206,NA,NA,13.34,8.147,44.04054,-68.89124,1.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:29,0,hurricane island,0.79,0.93,39182,7.849,51271.3,106,109.1,9.03,11.44,33.03,50437.3,-0.37,3.07,32784,1.206,NA,NA,13.316,8.176,44.04055,-68.89124,1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:30,0,hurricane island,0.79,0.94,39171.6,7.871,51286.4,105.9,108.9,9.02,11.473,33.04,50451.4,-0.36,3.05,32793,1.206,NA,NA,13.291,8.298,44.04055,-68.89124,0.6,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:31,0,hurricane island,0.79,0.91,39160,7.899,51301,105.7,108.8,9.01,11.514,33.05,50465.1,-0.35,3.01,32802,1.206,NA,NA,13.271,8.365,44.04055,-68.89124,0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:32,0,hurricane island,0.78,0.92,39153.3,7.922,51316.1,105.6,108.6,9,11.548,33.06,50479.3,-0.35,2.99,32812,1.206,NA,NA,13.25,8.351,44.04055,-68.89124,0.8,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:33,0,hurricane island,0.77,0.91,39142,7.952,51325.6,105.4,108.5,8.99,11.592,33.06,50488.1,-0.35,2.95,32817,1.206,NA,NA,13.234,8.414,44.04055,-68.89125,1,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:34,0,hurricane island,0.79,0.91,39136.1,7.976,51337.8,105.3,108.4,8.99,11.626,33.07,50499.6,-0.34,2.96,32825,1.206,NA,NA,13.217,8.467,44.04055,-68.89125,1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:35,0,hurricane island,0.77,0.87,39128.2,7.999,51347.9,105.2,108.3,8.98,11.66,33.08,50509,-0.35,2.95,32831,1.206,NA,NA,13.203,8.494,44.04055,-68.89125,0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:36,0,hurricane island,0.75,0.86,39121.7,8.023,51356,105.1,108.1,8.97,11.695,33.08,50516.5,-0.35,2.91,32836,1.206,NA,NA,13.189,8.593,44.04055,-68.89125,1.1,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:37,0,hurricane island,0.78,0.88,39114.9,8.053,51365.1,105,108,8.96,11.739,33.09,50525.1,-0.34,2.93,32841,1.206,NA,NA,13.176,8.626,44.04055,-68.89124,1.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:38,0,hurricane island,0.87,0.9,39111.9,8.077,51376,104.8,107.9,8.96,11.774,33.09,50535.5,-0.33,62.26,32848,1.206,NA,NA,13.163,8.66,44.04055,-68.89124,1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:39,0,hurricane island,10.69,3.39,39107.4,8.1,51385,104.8,107.8,8.95,11.807,33.1,50543.9,-0.25,75.82,32854,1.206,NA,NA,13.153,8.669,44.04054,-68.89124,1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:40,0,hurricane island,9.84,2.11,39102.8,8.121,51390,104.7,107.7,8.94,11.838,33.1,50548.5,-0.19,34.99,32857,1.206,NA,NA,13.144,8.678,44.04054,-68.89124,1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:41,0,hurricane island,1.68,0.54,39101.5,8.141,51399.5,104.6,107.6,8.94,11.867,33.11,50557.6,-0.19,51.58,32862,1.206,NA,NA,13.136,8.675,44.04054,-68.89124,1.3,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:42,0,hurricane island,0.97,0.59,39101.3,8.151,51407.3,104.5,107.6,8.94,11.883,33.11,50565.1,-0.21,16.51,32867,1.206,NA,NA,13.129,8.396,44.04055,-68.89124,1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:43,0,hurricane island,1.01,0.73,39099.9,8.158,51413.6,104.5,107.5,8.93,11.892,33.12,50571.1,-0.23,6.21,32871,1.206,NA,NA,13.124,8.363,44.04055,-68.89124,1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:44,0,hurricane island,3.46,1.23,39099.3,8.162,51419.2,104.4,107.4,8.93,11.897,33.12,50576.4,-0.25,7,32875,1.206,NA,NA,13.118,8.28,44.04054,-68.89124,1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:45,0,hurricane island,1.12,1.43,39096.9,8.163,51422.3,104.3,107.4,8.92,11.9,33.12,50579.4,-0.27,5.05,32877,1.206,NA,NA,13.114,8.203,44.04054,-68.89124,0.7,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:46,0,hurricane island,0.83,1.5,39098.2,8.158,51429,104.3,107.3,8.92,11.893,33.13,50585.8,-0.29,11.59,32881,1.206,NA,NA,13.11,8.031,44.04054,-68.89124,0.6,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:47,0,hurricane island,1.38,1.53,39099.7,8.147,51435.4,104.2,107.3,8.91,11.876,33.13,50592,-0.3,5.69,32885,1.206,NA,NA,13.107,7.82,44.04054,-68.89124,0.5,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:48,0,hurricane island,1.15,1.44,39103.1,8.135,51442.8,104.2,107.2,8.91,11.858,33.14,50599.2,-0.31,3.8,32889,1.206,NA,NA,13.104,7.74,44.04054,-68.89124,0.6,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:49,0,hurricane island,1.11,1.35,39108,8.121,51451.2,104.2,107.2,8.91,11.839,33.14,50607.4,-0.31,2.82,32895,1.206,NA,NA,13.103,7.643,44.04054,-68.89124,0.7,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:50,0,hurricane island,1.03,1.28,39113.6,8.106,51458.8,104.1,107.2,8.91,11.817,33.15,50614.9,-0.31,5.43,32900,1.206,NA,NA,13.103,7.576,44.04054,-68.89124,0.6,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:51,0,hurricane island,1.01,1.23,39124.5,7.072,51472.1,104.1,107.2,8.91,10.31,33.16,50628,-0.31,4.3,32908,1.206,NA,NA,13.104,7.209,44.04054,-68.89124,0.9,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:52,0,hurricane island,0.98,1.19,39144.1,7.313,51494.5,104.2,107.2,8.91,10.661,33.18,50650.1,-0.3,3.89,32923,1.206,NA,NA,13.107,7.237,44.04054,-68.89124,1.1,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:53,0,hurricane island,0.95,1.14,39169.1,6.933,51517.6,104.2,107.3,8.91,10.106,33.19,50673.1,-0.3,3.45,32938,1.206,NA,NA,13.114,7.102,44.04054,-68.89124,1.2,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:54,0,hurricane island,0.93,1.08,39192.3,6.907,51534.5,104.3,107.4,8.92,10.07,33.21,50690,-0.28,3.22,32949,1.206,NA,NA,13.126,6.975,44.04054,-68.89124,1.3,6.26,11.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:55,0,hurricane island,0.93,1.01,39217.1,6.949,51546.7,104.4,107.5,8.92,10.13,33.21,50702.5,-0.27,3.2,32957,1.206,NA,NA,13.14,6.928,44.04054,-68.89124,1.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:56,0,hurricane island,0.9,0.98,39241.5,6.879,51557.4,104.5,107.6,8.93,10.029,33.22,50713.6,-0.27,3.25,32964,1.206,NA,NA,13.159,6.631,44.04054,-68.89124,1.4,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:57,0,hurricane island,0.84,0.95,39274.4,6.777,51572.4,104.7,107.8,8.94,9.879,33.24,50729,-0.33,3.21,32974,1.206,NA,NA,13.178,6.59,44.04054,-68.89124,1.3,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:58,0,hurricane island,0.84,0.93,39305.3,6.722,51584,104.9,107.9,8.95,9.8,33.25,50741.2,-0.39,3.17,32982,1.206,NA,NA,13.203,6.574,44.04054,-68.89124,1.5,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:30:59,0,hurricane island,0.83,0.93,39340.4,6.657,51593,105.1,108.1,8.96,9.705,33.25,50750.9,-0.42,3.15,32988,1.206,NA,NA,13.229,6.25,44.04054,-68.89124,1.8,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:00,0,hurricane island,0.82,0.9,39375.8,6.559,51604.1,105.3,108.4,8.98,9.561,33.26,50762.7,-0.43,3.14,32996,1.206,NA,NA,13.26,6.147,44.04054,-68.89124,1.2,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:01,0,hurricane island,0.81,0.9,39416,6.482,51611.1,105.6,108.6,8.99,9.45,33.27,50770.8,-0.41,3.11,33001,1.206,NA,NA,13.291,5.958,44.04054,-68.89124,1.7,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:02,0,hurricane island,0.8,0.88,39450.1,5.474,51613.1,105.8,108.9,9.01,7.981,33.27,50773.8,-0.41,3.09,33003,1.206,NA,NA,13.328,5.672,44.04054,-68.89124,1.6,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:03,0,hurricane island,0.8,0.88,39491.5,5.207,51616.3,106.1,109.2,9.03,7.59,33.28,50778.3,-0.41,3.11,33006,1.206,NA,NA,13.363,5.364,44.04054,-68.89124,0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:04,0,hurricane island,0.79,0.86,39523.3,4.74,51611.5,106.4,109.5,9.05,6.91,33.28,50774.8,-0.42,3.11,33004,1.206,NA,NA,13.403,4.978,44.04054,-68.89124,0.5,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:05,0,hurricane island,0.79,0.83,39553.7,4.655,51598.1,106.7,109.8,9.06,6.786,33.27,50763,-0.42,3.11,32996,1.206,NA,NA,13.439,4.703,44.04054,-68.89124,0.8,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:06,0,hurricane island,0.78,0.82,39580.5,4.57,51588.4,107,110.1,9.08,6.662,33.27,50754.7,-0.42,3.1,32991,1.206,NA,NA,13.478,4.41,44.04054,-68.89124,1.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:07,0,hurricane island,0.76,0.81,39610.7,4.376,51579,107.2,110.4,9.09,6.378,33.26,50746.7,-0.43,3.07,32985,1.206,NA,NA,13.511,4.051,44.04054,-68.89124,1.6,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:08,0,hurricane island,0.77,0.8,39640.3,4.156,51576.7,107.5,110.7,9.11,6.058,33.26,50745.6,-0.44,3.07,32985,1.206,NA,NA,13.547,3.653,44.04054,-68.89124,1.5,6.26,11.7,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:09,0,hurricane island,0.76,0.82,39677.1,3.033,51577.7,107.8,110.9,9.13,4.422,33.27,50747.8,-0.44,3.06,32986,1.206,NA,NA,13.578,3.265,44.04054,-68.89124,1.4,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:10,0,hurricane island,0.75,0.81,39708.8,2.603,51577.2,108.1,111.2,9.15,3.795,33.27,50748.5,-0.44,3.02,32987,1.206,NA,NA,13.615,2.824,44.04054,-68.89124,1.4,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:11,0,hurricane island,0.75,0.84,39749.7,2.247,51582.4,108.3,111.5,9.16,3.275,33.27,50754.9,-0.44,3.01,32991,1.206,NA,NA,13.648,2.443,44.04054,-68.89124,1.9,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:12,0,hurricane island,0.75,0.85,39788.2,2.024,51588.6,108.6,111.8,9.18,2.951,33.28,50762.2,-0.44,2.99,32995,1.206,NA,NA,13.686,2.071,44.04054,-68.89124,2,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:13,0,hurricane island,0.75,0.85,39827.9,1.806,51588.2,108.9,112.1,9.19,2.633,33.28,50763.3,-0.44,3.01,32996,1.206,NA,NA,13.722,1.579,44.04054,-68.89124,2.1,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,14:31:14,0,hurricane island,0.73,0.87,39864.3,1.527,51589.6,109.2,112.3,9.21,2.227,33.29,50766,-0.44,2.98,32998,1.206,NA,NA,13.762,1.109,44.04054,-68.89124,2.2,6.26,11.7,761,,,,,,,,,,,,,,,,,,,,,,,,,,
