HIDistant_Sonde
Date,Time,Time (Fract. Sec),Site,Chlorophyll RFU,Chlorophyll RFU,Cond µS/cm,Depth,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TAL PE RFU,TDS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg,Depth Round
7/14/20,15:23:47,0,hurricane island far,0.58,0.56,38303.2,9.765,51542.9,101.6,104.6,8.85,14.238,33.15,50673.3,-0.5,2.49,32938,1.206,NA,NA,12.216,9.708,44.03922,-68.91757,3.1,6.26,11.7,761.3,10
7/14/20,15:23:48,0,hurricane island far,0.57,0.55,38288.9,9.832,51551.7,101.4,104.4,8.84,14.335,33.16,50681.5,-0.52,2.41,32943,1.206,NA,NA,12.198,9.874,44.03922,-68.91756,3.2,6.26,11.7,761.4,10
7/14/20,15:23:49,0,hurricane island far,0.54,0.54,38266.6,9.951,51562.4,101.2,104.2,8.82,14.509,33.16,50691.3,-0.53,2.39,32949,1.206,NA,NA,12.164,10.083,44.03923,-68.91757,3.4,6.26,11.7,761.3,10
7/14/20,15:23:50,0,hurricane island far,0.54,0.54,38253.3,10.099,51570.7,101.1,104,8.82,14.725,33.17,50699,-0.55,2.35,32954,1.206,NA,NA,12.148,10.235,44.03923,-68.91757,3.5,6.26,11.7,761.4,10
7/14/20,15:23:51,0,hurricane island far,0.52,0.53,38232.1,10.165,51580.4,100.9,103.8,8.8,14.821,33.17,50707.9,-0.56,2.35,32960,1.206,NA,NA,12.116,10.336,44.03923,-68.91758,2.9,6.26,11.7,761.4,10
7/14/20,15:23:52,0,hurricane island far,0.51,0.54,38216,10.268,51592,100.7,103.6,8.79,14.971,33.18,50718.7,-0.57,2.32,32967,1.206,NA,NA,12.094,10.686,44.03924,-68.91758,2.7,6.26,11.7,761.3,10
7/14/20,15:23:53,0,hurricane island far,0.5,0.54,38201.6,10.356,51600.6,100.6,103.5,8.78,15.1,33.18,50726.7,-0.57,2.29,32972,1.206,NA,NA,12.07,10.886,44.03924,-68.91759,2.7,6.26,11.7,761.4,10
7/14/20,15:23:54,0,hurricane island far,0.49,0.54,38191.1,10.465,51616.6,100.4,103.4,8.77,15.26,33.19,50741.9,-0.57,2.28,32982,1.206,NA,NA,12.05,11.073,44.03924,-68.91759,2.7,6.26,11.7,761.4,10
7/14/20,15:23:55,0,hurricane island far,0.5,0.55,38183.1,11.369,51629.3,100.3,103.2,8.76,16.577,33.2,50754,-0.57,2.27,32990,1.206,NA,NA,12.03,11.304,44.03924,-68.91759,2.9,6.26,11.6,761.5,11
7/14/20,15:23:56,0,hurricane island far,0.5,0.56,38175.6,11.268,51643.3,100.2,103.1,8.76,16.431,33.21,50767.4,-0.56,2.28,32999,1.206,NA,NA,12.014,11.293,44.03924,-68.9176,2.8,6.26,11.6,761.3,11
7/14/20,15:23:57,0,hurricane island far,0.51,0.58,38168.3,11.499,51652.3,100,102.9,8.75,16.767,33.22,50775.9,-0.56,2.26,33004,1.206,NA,NA,11.998,11.397,44.03924,-68.91761,2.2,6.26,11.6,761.3,11
7/14/20,15:23:58,0,hurricane island far,0.49,0.59,38163,11.605,51664.8,99.9,102.8,8.74,16.922,33.22,50787.9,-0.56,2.25,33012,1.206,NA,NA,11.985,11.728,44.03925,-68.91761,2.6,6.26,11.6,761.4,12
7/14/20,15:23:59,0,hurricane island far,0.49,0.59,38158.8,11.737,51674,99.8,102.7,8.73,17.114,33.23,50796.6,-0.54,2.25,33018,1.206,NA,NA,11.973,11.896,44.03925,-68.91761,2.3,6.26,11.6,761.4,12
7/14/20,15:24:00,0,hurricane island far,0.5,0.59,38154.1,11.808,51682.5,99.7,102.6,8.73,17.219,33.24,50804.8,-0.53,2.26,33023,1.206,NA,NA,11.963,11.85,44.03925,-68.91762,2.4,6.26,11.6,761.3,12
7/14/20,15:24:01,0,hurricane island far,0.49,0.57,38149.5,11.882,51688.2,99.6,102.5,8.72,17.326,33.24,50810.2,-0.52,2.24,33027,1.206,NA,NA,11.953,12.181,44.03926,-68.91762,1.8,6.26,11.6,761.3,12
7/14/20,15:24:02,0,hurricane island far,0.49,0.57,38144.8,11.965,51694.8,99.5,102.4,8.71,17.447,33.24,50816.5,-0.51,2.25,33031,1.206,NA,NA,11.944,12.369,44.03926,-68.91762,1.6,6.26,11.6,761.3,12
7/14/20,15:24:03,0,hurricane island far,0.49,0.57,38140.2,12.768,51698.9,99.4,102.3,8.71,18.619,33.24,50820.4,-0.5,2.21,33033,1.206,NA,NA,11.936,12.65,44.03926,-68.91763,1.6,6.26,11.6,761.5,13
7/14/20,15:24:04,0,hurricane island far,0.49,0.56,38135.3,12.885,51703.6,99.3,102.2,8.7,18.789,33.25,50824.8,-0.49,2.21,33036,1.206,NA,NA,11.928,12.808,44.03926,-68.91763,1.9,6.26,11.6,761.5,13
7/14/20,15:24:05,0,hurricane island far,0.48,0.55,38131.6,13.004,51707.9,99.3,102.2,8.69,18.962,33.25,50828.9,-0.48,2.22,33039,1.206,NA,NA,11.92,12.934,44.03926,-68.91764,1.9,6.26,11.7,761.4,13
7/14/20,15:24:06,0,hurricane island far,0.47,0.53,38127.2,13.059,51711.3,99.2,102.1,8.69,19.043,33.25,50832.1,-0.48,2.2,33041,1.206,NA,NA,11.914,13.049,44.03926,-68.91764,2.1,6.26,11.7,761.3,13
7/14/20,15:24:07,0,hurricane island far,0.46,0.51,38124.3,13.127,51714.9,99.1,102,8.68,19.141,33.25,50835.6,-0.48,2.2,33043,1.206,NA,NA,11.908,13.137,44.03927,-68.91764,2.2,6.26,11.7,761.3,13
7/14/20,15:24:08,0,hurricane island far,0.45,0.49,38120,13.147,51716.9,99,101.9,8.68,19.171,33.26,50837.3,-0.48,2.17,33044,1.206,NA,NA,11.903,13.187,44.03927,-68.91766,2.6,6.26,11.7,761.3,13
7/14/20,15:24:09,0,hurricane island far,0.47,0.47,38113.4,13.193,51714.5,98.9,101.8,8.67,19.239,33.25,50834.9,-0.48,2.17,33043,1.206,NA,NA,11.897,13.361,44.03926,-68.91766,2.8,6.26,11.7,761.3,13
7/14/20,15:24:10,0,hurricane island far,0.46,0.46,38105.6,13.303,51712.8,98.8,101.7,8.66,19.399,33.25,50833.1,-0.47,2.15,33042,1.206,NA,NA,11.891,13.766,44.03927,-68.91766,2.2,6.26,11.7,761.3,13
7/14/20,15:24:11,0,hurricane island far,0.45,0.46,38100.6,14.171,51715.5,98.8,101.6,8.66,20.665,33.25,50835.6,-0.48,2.17,33043,1.206,NA,NA,11.883,14.03,44.03927,-68.91767,2.3,6.26,11.7,761.4,14
7/14/20,15:24:12,0,hurricane island far,0.46,0.45,38094.1,14.26,51718.5,98.7,101.6,8.65,20.795,33.25,50838.3,-0.49,2.19,33045,1.206,NA,NA,11.875,14.212,44.03927,-68.91767,3.3,6.26,11.7,761.4,14
7/14/20,15:24:13,0,hurricane island far,0.46,0.45,38087.9,14.483,51720.4,98.6,101.5,8.65,21.12,33.26,50840.1,-0.49,2.18,33046,1.206,NA,NA,11.866,14.382,44.03927,-68.91768,3.9,6.26,11.7,761.4,14
7/14/20,15:24:14,0,hurricane island far,0.46,0.44,38082.5,14.51,51725.2,98.5,101.4,8.64,21.159,33.26,50844.6,-0.5,2.18,33049,1.206,NA,NA,11.859,14.521,44.03927,-68.91768,4.2,6.26,11.7,761.5,15
7/14/20,15:24:15,0,hurricane island far,0.46,0.43,38079.6,14.642,51731.1,98.5,101.3,8.64,21.351,33.26,50850.3,-0.5,2.18,33053,1.206,NA,NA,11.85,14.789,44.03927,-68.91768,4.6,6.26,11.7,761.3,15
7/14/20,15:24:16,0,hurricane island far,0.47,0.44,38077.2,14.805,51737.9,98.4,101.3,8.63,21.59,33.27,50856.8,-0.51,2.21,33057,1.206,NA,NA,11.844,14.861,44.03928,-68.91769,4.4,6.26,11.7,761.4,15
7/14/20,15:24:17,0,hurricane island far,0.49,0.46,38075.1,14.85,51742.3,98.4,101.2,8.63,21.655,33.27,50861,-0.52,2.21,33060,1.206,NA,NA,11.837,14.94,44.03928,-68.91769,4.3,6.26,11.7,761.4,15
7/14/20,15:24:18,0,hurricane island far,0.49,0.46,38072.1,14.877,51746,98.3,101.2,8.63,21.695,33.27,50864.5,-0.53,2.2,33062,1.206,NA,NA,11.832,15.018,44.03928,-68.91769,4.1,6.26,11.7,761.3,15
7/14/20,15:24:19,0,hurricane island far,0.48,0.47,38071.4,14.965,51751.7,98.3,101.1,8.62,21.824,33.27,50870.1,-0.54,2.19,33066,1.206,NA,NA,11.827,15.408,44.03928,-68.91769,3.8,6.26,11.7,761.4,15
7/14/20,15:24:20,0,hurricane island far,0.47,0.47,38071.7,15.041,51758.7,98.2,101.1,8.62,21.933,33.28,50876.8,-0.54,2.2,33070,1.206,NA,NA,11.823,15.605,44.03928,-68.91769,3.5,6.26,11.7,761.4,15
7/14/20,15:24:21,0,hurricane island far,0.48,0.49,38072.6,15.951,51764.4,98.2,101.1,8.62,23.261,33.28,50882.3,-0.55,2.19,33074,1.206,NA,NA,11.819,15.92,44.03929,-68.91769,3.2,6.26,11.7,761.6,16
7/14/20,15:24:22,0,hurricane island far,0.49,0.51,38077.1,16.042,51774,98.2,101,8.62,23.394,33.29,50891.7,-0.56,2.19,33080,1.206,NA,NA,11.817,15.973,44.03928,-68.9177,2.3,6.26,11.7,761.4,16
7/14/20,15:24:23,0,hurricane island far,0.49,0.51,38082.4,16.183,51782.1,98.2,101,8.61,23.599,33.3,50899.7,-0.55,2.17,33085,1.206,NA,NA,11.816,16.129,44.03928,-68.91771,1.6,6.26,11.7,761.5,16
7/14/20,15:24:24,0,hurricane island far,0.49,0.52,38087.2,16.166,51787.1,98.2,101,8.61,23.576,33.3,50904.6,-0.55,2.17,33088,1.206,NA,NA,11.817,16.096,44.03928,-68.91771,1.3,6.26,11.7,761.3,16
7/14/20,15:24:25,0,hurricane island far,0.48,0.53,38089.2,16.109,51786.8,98.1,101,8.61,23.492,33.3,50904.4,-0.53,2.15,33088,1.206,NA,NA,11.82,16.142,44.03928,-68.91772,1.2,6.26,11.7,761.3,16
7/14/20,15:24:26,0,hurricane island far,0.49,0.54,38092,16.153,51787.1,98.1,101,8.61,23.556,33.3,50904.8,-0.52,2.17,33088,1.206,NA,NA,11.822,16.335,44.03928,-68.91772,0.8,6.26,11.7,761.3,16
7/14/20,15:24:27,0,hurricane island far,0.48,0.54,38091.9,16.248,51784,98.1,101,8.61,23.694,33.3,50901.8,-0.51,2.19,33086,1.206,NA,NA,11.824,16.557,44.03929,-68.91772,0.8,6.26,11.7,761.4,16
7/14/20,15:24:28,0,hurricane island far,0.46,0.55,38090.2,16.337,51779.5,98.1,101,8.61,23.825,33.29,50897.4,-0.5,2.17,33083,1.206,NA,NA,11.826,16.749,44.03929,-68.91773,0.8,6.26,11.7,761.4,16
7/14/20,15:24:29,0,hurricane island far,0.46,0.56,38085.3,17.165,51772.8,98.1,100.9,8.6,25.031,33.29,50890.7,-0.5,2.19,33079,1.206,NA,NA,11.826,17.057,44.0393,-68.91773,0.7,6.26,11.7,761.5,17
7/14/20,15:24:30,0,hurricane island far,0.46,0.56,38080.2,17.094,51768.4,98,100.9,8.6,24.928,33.29,50886.4,-0.49,2.18,33076,1.206,NA,NA,11.824,17.102,44.0393,-68.91773,0.4,6.26,11.7,761.5,17
7/14/20,15:24:31,0,hurricane island far,0.47,0.56,38076.6,17.095,51767.1,98,100.9,8.6,24.93,33.28,50885.1,-0.48,2.19,33075,1.206,NA,NA,11.821,17.095,44.0393,-68.91774,0.6,6.26,11.7,761.3,17
7/14/20,15:24:32,0,hurricane island far,0.47,0.55,38071.9,17.096,51765.8,98,100.8,8.6,24.931,33.28,50883.6,-0.47,2.22,33074,1.207,NA,NA,11.818,17.087,44.03931,-68.91775,0.7,6.26,11.7,761.3,17
7/14/20,15:24:33,0,hurricane island far,0.45,0.53,38065.7,17.233,51762.3,97.9,100.8,8.6,25.13,33.28,50880.2,-0.46,2.22,33072,1.206,NA,NA,11.813,17.374,44.03932,-68.91776,0.6,6.26,11.7,761.4,17
7/14/20,15:24:34,0,hurricane island far,0.46,0.52,38058.4,17.415,51759.8,97.9,100.7,8.59,25.396,33.28,50877.6,-0.46,2.21,33070,1.206,NA,NA,11.808,17.574,44.03932,-68.91776,0.6,6.26,11.7,761.4,17
7/14/20,15:24:35,0,hurricane island far,0.46,0.5,38051.7,17.538,51758.7,97.9,100.7,8.59,25.576,33.28,50876.4,-0.46,2.19,33070,1.206,NA,NA,11.801,17.816,44.03932,-68.91776,0.6,6.26,11.7,761.5,18
7/14/20,15:24:36,0,hurricane island far,0.48,0.48,38044.1,17.692,51758.4,97.8,100.7,8.59,25.8,33.28,50875.9,-0.46,2.19,33069,1.206,NA,NA,11.795,17.951,44.03933,-68.91776,0.5,6.26,11.7,761.4,18
7/14/20,15:24:37,0,hurricane island far,0.48,0.47,38038.2,17.769,51759.6,97.8,100.6,8.59,25.913,33.28,50877,-0.46,2.21,33070,1.206,NA,NA,11.787,18.041,44.03933,-68.91777,0.6,6.26,11.7,761.5,18
7/14/20,15:24:38,0,hurricane island far,0.49,0.46,38031.3,17.847,51761.5,97.7,100.6,8.59,26.026,33.28,50878.7,-0.47,2.21,33071,1.206,NA,NA,11.78,18.19,44.03933,-68.91777,0.5,6.26,11.7,761.4,18
7/14/20,15:24:39,0,hurricane island far,0.48,0.44,38023.2,18.76,51760.4,97.7,100.5,8.58,27.357,33.28,50877.5,-0.47,2.22,33070,1.206,NA,NA,11.771,18.531,44.03933,-68.91777,0.4,6.26,11.7,761.4,19
7/14/20,15:24:40,0,hurricane island far,0.48,0.42,38014.7,18.852,51761.5,97.7,100.5,8.58,27.491,33.28,50878.4,-0.47,2.2,33071,1.206,NA,NA,11.761,18.792,44.03933,-68.91778,0.6,6.26,11.7,761.4,19
7/14/20,15:24:41,0,hurricane island far,0.5,0.42,38008,18.757,51764,97.6,100.5,8.58,27.353,33.28,50880.7,-0.47,2.22,33072,1.206,NA,NA,11.753,18.795,44.03933,-68.91778,0.6,6.26,11.7,761.3,19
7/14/20,15:24:42,0,hurricane island far,0.51,0.43,38002,18.841,51768.5,97.6,100.4,8.58,27.476,33.28,50884.9,-0.48,2.24,33075,1.206,NA,NA,11.745,18.822,44.03933,-68.91779,0.2,6.26,11.7,761.4,19
7/14/20,15:24:43,0,hurricane island far,0.49,0.41,37995,18.996,51769.1,97.6,100.4,8.58,27.702,33.28,50885.4,-0.48,2.24,33075,1.206,NA,NA,11.736,19.143,44.03934,-68.91779,0.3,6.26,11.7,761.5,19
7/14/20,15:24:44,0,hurricane island far,0.49,0.42,37985.2,19.185,51768.8,97.5,100.3,8.57,27.978,33.28,50884.9,-0.49,2.24,33075,1.207,NA,NA,11.727,19.275,44.03934,-68.91779,0.2,6.26,11.7,761.6,19
7/14/20,15:24:45,0,hurricane island far,0.47,0.43,37975.7,19.269,51768.8,97.5,100.3,8.57,28.101,33.28,50884.7,-0.5,2.24,33075,1.206,NA,NA,11.716,19.355,44.03934,-68.91779,0.4,6.26,11.7,761.5,19
7/14/20,15:24:46,0,hurricane island far,0.47,0.43,37965.5,19.311,51770.3,97.4,100.3,8.57,28.162,33.28,50886,-0.5,2.25,33076,1.206,NA,NA,11.705,19.383,44.03934,-68.9178,0.5,6.26,11.7,761.4,19
7/14/20,15:24:47,0,hurricane island far,0.47,0.44,37957.5,19.305,51775,97.4,100.2,8.57,28.154,33.28,50890.4,-0.5,2.26,33079,1.206,NA,NA,11.695,19.267,44.03934,-68.9178,0.7,6.26,11.7,761.3,19
7/14/20,15:24:48,0,hurricane island far,0.47,0.44,37949.7,19.285,51777.9,97.3,100.2,8.57,28.124,33.28,50893,-0.5,2.27,33080,1.206,NA,NA,11.683,19.198,44.03934,-68.91781,0.6,6.26,11.7,761.3,19
7/14/20,15:24:49,0,hurricane island far,0.47,0.45,37940.8,19.267,51779.2,97.3,100.1,8.56,28.098,33.28,50894.1,-0.49,2.26,33081,1.206,NA,NA,11.673,19.171,44.03935,-68.91781,0.8,6.26,11.7,761.4,19
7/14/20,15:24:50,0,hurricane island far,0.47,0.46,37931.7,19.26,51782.7,97.3,100.1,8.56,28.088,33.28,50897.3,-0.5,2.23,33083,1.206,NA,NA,11.661,19.236,44.03935,-68.91781,1,6.26,11.7,761.4,19
7/14/20,15:24:51,0,hurricane island far,0.47,0.47,37924,19.296,51787.7,97.2,100,8.56,28.14,33.29,50902.1,-0.5,2.21,33086,1.206,NA,NA,11.651,19.611,44.03935,-68.91782,1.1,6.26,11.7,761.4,19
7/14/20,15:24:52,0,hurricane island far,0.44,0.48,37920.1,19.341,51795.4,97.2,100,8.56,28.206,33.29,50909.5,-0.49,2.19,33091,1.206,NA,NA,11.64,19.832,44.03935,-68.91782,1.3,6.26,11.7,761.4,19
7/14/20,15:24:53,0,hurricane island far,0.43,0.46,37915.8,20.129,51802.5,97.2,100,8.56,29.355,33.3,50916.3,-0.48,2.19,33096,1.207,NA,NA,11.632,20.07,44.03935,-68.91782,2,6.26,11.7,761.4,20
7/14/20,15:24:54,0,hurricane island far,0.43,0.48,37913.5,20.1,51809.2,97.1,100,8.56,29.314,33.3,50922.7,-0.47,2.19,33100,1.206,NA,NA,11.624,20.075,44.03935,-68.91782,2.4,6.26,11.7,761.4,20
7/14/20,15:24:55,0,hurricane island far,0.45,0.49,37912.1,20.263,51817.4,97.1,99.9,8.56,29.551,33.31,50930.7,-0.45,2.19,33105,1.206,NA,NA,11.617,20.205,44.03936,-68.91782,2.5,6.26,11.7,761.4,20
7/14/20,15:24:56,0,hurricane island far,0.45,0.5,37912.3,20.325,51824.8,97.1,99.9,8.56,29.642,33.31,50937.8,-0.44,2.17,33110,1.206,NA,NA,11.611,20.317,44.03936,-68.91783,2.6,6.26,11.7,761.4,20
7/14/20,15:24:57,0,hurricane island far,0.45,0.5,37914.1,20.327,51832.4,97.1,99.9,8.56,29.645,33.32,50945.2,-0.42,2.16,33114,1.206,NA,NA,11.608,20.31,44.03936,-68.91783,2.6,6.26,11.7,761.4,20
7/14/20,15:24:58,0,hurricane island far,0.44,0.51,37914.3,20.338,51835.8,97.1,99.9,8.56,29.661,33.32,50948.5,-0.4,2.16,33117,1.207,NA,NA,11.606,20.417,44.03936,-68.91784,2.3,6.26,11.7,761.4,20
7/14/20,15:24:59,0,hurricane island far,0.43,0.5,37914.1,20.402,51837.9,97.1,99.9,8.56,29.754,33.32,50950.5,-0.4,2.15,33118,1.206,NA,NA,11.604,20.6,44.03936,-68.91784,2.7,6.26,11.7,761.4,20
7/14/20,15:25:00,0,hurricane island far,0.43,0.5,37912.2,20.49,51836.9,97.1,99.9,8.55,29.883,33.32,50949.6,-0.39,2.14,33117,1.206,NA,NA,11.602,20.77,44.03936,-68.91785,3.2,6.26,11.7,761.4,20
7/14/20,15:25:01,0,hurricane island far,0.42,0.5,37908.5,20.565,51834.3,97,99.9,8.55,29.992,33.32,50946.9,-0.38,2.14,33116,1.207,NA,NA,11.601,20.949,44.03936,-68.91785,3.1,6.26,11.7,761.5,21
7/14/20,15:25:02,0,hurricane island far,0.45,0.51,37906.7,20.642,51834.4,97,99.8,8.55,30.104,33.32,50947,-0.36,2.19,33116,1.206,NA,NA,11.599,21.028,44.03936,-68.91785,3.4,6.26,11.7,761.4,21
7/14/20,15:25:03,0,hurricane island far,0.45,0.51,37903.1,20.694,51832.8,97,99.8,8.55,30.181,33.31,50945.4,-0.35,2.2,33114,1.206,NA,NA,11.597,21.035,44.03936,-68.91785,3.9,6.26,11.7,761.3,21
7/14/20,15:25:04,0,hurricane island far,0.46,0.52,37898.9,20.753,51830.7,97,99.8,8.55,30.267,33.31,50943.3,-0.35,2.2,33113,1.207,NA,NA,11.593,21.213,44.03936,-68.91785,4.1,6.26,11.7,761.4,21
7/14/20,15:25:05,0,hurricane island far,0.45,0.51,37894.3,20.815,51829.5,96.9,99.8,8.55,30.357,33.31,50942.1,-0.35,2.17,33112,1.206,NA,NA,11.59,21.269,44.03937,-68.91785,3.9,6.26,11.7,761.4,21
7/14/20,15:25:06,0,hurricane island far,0.44,0.49,37890.7,21.716,51829.8,96.9,99.7,8.55,31.671,33.31,50942.3,-0.35,2.16,33112,1.206,NA,NA,11.586,21.568,44.03937,-68.91786,4,6.26,11.7,761.4,22
7/14/20,15:25:07,0,hurricane island far,0.43,0.47,37884.6,21.764,51827.7,96.9,99.7,8.54,31.74,33.31,50940.1,-0.35,2.14,33111,1.207,NA,NA,11.582,21.69,44.03938,-68.91787,3.5,6.26,11.7,761.4,22
7/14/20,15:25:08,0,hurricane island far,0.42,0.46,37875.4,22.071,51821.7,96.9,99.7,8.54,32.188,33.31,50934.1,-0.35,2.14,33107,1.207,NA,NA,11.576,21.931,44.03938,-68.91787,3.2,6.26,11.7,761.5,22
7/14/20,15:25:09,0,hurricane island far,0.43,0.46,37862,22.215,51813.4,96.8,99.6,8.54,32.398,33.3,50925.9,-0.35,2.14,33102,1.206,NA,NA,11.569,22.189,44.03938,-68.91788,3.4,6.26,11.7,761.4,22
7/14/20,15:25:10,0,hurricane island far,0.43,0.44,37851.2,22.256,51810.6,96.8,99.6,8.54,32.459,33.3,50922.9,-0.36,2.15,33100,1.206,NA,NA,11.559,22.299,44.03938,-68.91788,3.8,6.26,11.7,761.3,22
7/14/20,15:25:11,0,hurricane island far,0.43,0.43,37839.9,22.31,51811,96.7,99.5,8.54,32.536,33.3,50923.2,-0.37,2.17,33100,1.206,NA,NA,11.549,22.367,44.03938,-68.91788,3.7,6.26,11.7,761.3,22
7/14/20,15:25:12,0,hurricane island far,0.43,0.42,37831.7,22.345,51814.3,96.7,99.5,8.53,32.588,33.3,50926.2,-0.39,2.18,33102,1.207,NA,NA,11.536,22.408,44.03938,-68.91788,3.8,6.26,11.7,761.4,22
7/14/20,15:25:13,0,hurricane island far,0.41,0.4,37822.7,22.379,51819.2,96.6,99.4,8.53,32.637,33.3,50930.8,-0.4,2.16,33105,1.206,NA,NA,11.525,22.585,44.03939,-68.91789,3.4,6.26,11.7,761.3,22
7/14/20,15:25:14,0,hurricane island far,0.42,0.39,37815.5,22.478,51824.2,96.6,99.4,8.53,32.783,33.3,50935.6,-0.42,2.16,33108,1.206,NA,NA,11.513,22.894,44.03939,-68.9179,3.4,6.26,11.7,761.3,22
7/14/20,15:25:15,0,hurricane island far,0.42,0.38,37807.2,22.568,51829.1,96.6,99.4,8.53,32.914,33.31,50940.1,-0.43,2.16,33111,1.206,NA,NA,11.502,23.077,44.03939,-68.91791,1.9,6.26,11.7,761.4,23
7/14/20,15:25:16,0,hurricane island far,0.42,0.35,37797.7,23.636,51830.1,96.5,99.3,8.53,34.471,33.3,50940.9,-0.45,2.15,33112,1.207,NA,NA,11.49,23.468,44.0394,-68.91792,2.2,6.26,11.7,761.4,24
7/14/20,15:25:17,0,hurricane island far,0.42,0.35,37786.9,23.585,51831.9,96.5,99.3,8.53,34.396,33.31,50942.5,-0.46,2.15,33113,1.206,NA,NA,11.479,23.57,44.0394,-68.91792,2.5,6.26,11.7,761.4,24
7/14/20,15:25:18,0,hurricane island far,0.43,0.33,37778.2,23.71,51834.7,96.4,99.2,8.52,34.579,33.31,50945.1,-0.46,2.18,33114,1.206,NA,NA,11.467,23.667,44.03941,-68.91793,2.3,6.26,11.7,761.3,24
7/14/20,15:25:19,0,hurricane island far,0.42,0.34,37768.8,23.75,51838.7,96.4,99.2,8.52,34.638,33.31,50948.8,-0.47,2.15,33117,1.207,NA,NA,11.456,23.804,44.03941,-68.91793,1.8,6.26,11.7,761.3,24
7/14/20,15:25:20,0,hurricane island far,0.41,0.34,37760.6,23.883,51841.6,96.4,99.2,8.52,34.832,33.31,50951.5,-0.47,2.13,33118,1.207,NA,NA,11.444,24.014,44.03941,-68.91794,1.3,6.26,11.7,761.4,24
7/14/20,15:25:21,0,hurricane island far,0.4,0.34,37755.6,24.019,51850.6,96.3,99.1,8.52,35.03,33.32,50960.2,-0.47,2.08,33124,1.206,NA,NA,11.434,24.203,44.03941,-68.91794,1.1,6.26,11.7,761.5,24
7/14/20,15:25:22,0,hurricane island far,0.41,0.35,37753.3,24.108,51862.6,96.3,99.1,8.52,35.16,33.32,50971.8,-0.47,2.07,33132,1.206,NA,NA,11.421,24.247,44.03941,-68.91794,0.7,6.26,11.7,761.5,24
7/14/20,15:25:23,0,hurricane island far,0.41,0.36,37749.9,24.196,51866.3,96.3,99.1,8.52,35.29,33.33,50975.3,-0.47,2.07,33134,1.206,NA,NA,11.416,24.554,44.03941,-68.91795,0.9,6.26,11.7,761.4,24
7/14/20,15:25:24,0,hurricane island far,0.4,0.36,37744.5,24.294,51867.9,96.3,99.1,8.52,35.433,33.33,50976.8,-0.47,2.06,33135,1.206,NA,NA,11.409,24.798,44.03941,-68.91795,1.1,6.26,11.7,761.5,24
7/14/20,15:25:25,0,hurricane island far,0.4,0.35,37736.7,25.095,51868,96.2,99,8.52,36.601,33.33,50976.8,-0.46,2.05,33135,1.206,NA,NA,11.402,25.005,44.03941,-68.91795,2.2,6.26,11.7,761.5,25
7/14/20,15:25:26,0,hurricane island far,0.39,0.36,37730.9,25.053,51869.6,96.2,99,8.51,36.539,33.33,50978.2,-0.47,2.04,33136,1.206,NA,NA,11.394,25.066,44.03941,-68.91796,2.5,6.26,11.7,761.4,25
7/14/20,15:25:27,0,hurricane island far,0.38,0.37,37722.3,25.162,51869.4,96.1,98.9,8.51,36.698,33.33,50977.8,-0.46,2.02,33136,1.206,NA,NA,11.386,25.136,44.03941,-68.91797,2.6,6.26,11.7,761.3,25
7/14/20,15:25:28,0,hurricane island far,0.37,0.39,37715.6,25.148,51870.7,96.1,98.9,8.51,36.678,33.33,50979,-0.44,2.01,33136,1.206,NA,NA,11.377,25.145,44.03942,-68.91797,2.3,6.26,11.7,761.3,25
7/14/20,15:25:29,0,hurricane island far,0.39,0.39,37710.2,25.154,51875.5,96.1,98.9,8.51,36.686,33.33,50983.6,-0.43,2.04,33139,1.206,NA,NA,11.369,25.159,44.03942,-68.91798,2,6.26,11.7,761.5,25
7/14/20,15:25:30,0,hurricane island far,0.42,0.42,37706.5,25.154,51880.2,96,98.8,8.51,36.687,33.33,50988.1,-0.42,2.07,33142,1.206,NA,NA,11.361,25.132,44.03942,-68.91798,2.1,6.26,11.7,761.5,25
7/14/20,15:25:31,0,hurricane island far,0.44,0.42,37702.2,25.134,51884.6,96,98.8,8.5,36.658,33.33,50992.3,-0.4,2.1,33145,1.206,NA,NA,11.354,25.082,44.03942,-68.91798,2.1,6.26,11.7,761.5,25
7/14/20,15:25:32,0,hurricane island far,0.46,0.43,37697.8,25.114,51887.3,96,98.7,8.5,36.629,33.34,50994.9,-0.4,2.16,33147,1.207,NA,NA,11.347,25.084,44.03943,-68.91798,2.3,6.26,11.7,761.5,25
7/14/20,15:25:33,0,hurricane island far,0.48,0.44,37693.8,25.118,51891.1,95.9,98.7,8.5,36.634,33.34,50998.5,-0.39,2.19,33149,1.206,NA,NA,11.341,25.142,44.03943,-68.91799,2.7,6.26,11.7,761.4,25
7/14/20,15:25:34,0,hurricane island far,0.51,0.48,37689.7,25.131,51895.1,95.9,98.7,8.5,36.654,33.34,51002.3,-0.37,2.25,33151,1.206,NA,NA,11.333,25.22,44.03943,-68.918,2.7,6.26,11.7,761.4,25
7/14/20,15:25:35,0,hurricane island far,0.52,0.49,37686.7,25.152,51896.3,95.8,98.6,8.5,36.685,33.34,51003.4,-0.37,2.27,33152,1.206,NA,NA,11.33,25.292,44.03944,-68.918,2.5,6.26,11.6,761.4,25
